ProjectID,AuthorizationCategory,AuthorizationType,ApplicationType,eFactsAuthID,PermitNumber,Submitted,Status
10000041,WPC Erosion & Sediment Control,Construction Stormwater NPDES Permitting (Chapter 102),,,,,Not Yet Submitted
10000041,WRM Water Obstructions & Encroachments,Water Obstruction & Encroachment Permitting (Chapter 105),,,,,Not Yet Submitted
10000041,Clean Water,Clean Water Permitting,,,,,Not Yet Submitted
10000041,Air Quality,Air Quality Permitting,,,,,Not Yet Submitted
10000041,Storage Tanks,Storage Tank Registration/Permitting,,,,,Not Yet Submitted
10000042,WPC Erosion & Sediment Control,Construction Stormwater NPDES Permitting (Chapter 102),,,,,Not Yet Submitted
10000042,WRM Water Obstructions & Encroachments,Water Obstruction & Encroachment Permitting (Chapter 105),,,,,Not Yet Submitted
10000042,Clean Water,Clean Water Permitting,,,,,Not Yet Submitted
10000042,Air Quality,Air Quality Permitting,,,,,Not Yet Submitted
10000042,Storage Tanks,Storage Tank Registration/Permitting,,,,,Not Yet Submitted
10000043,WPC Erosion & Sediment Control,Construction Stormwater NPDES Permitting (Chapter 102),,,,,Not Yet Submitted
10000043,WRM Water Obstructions & Encroachments,Water Obstruction & Encroachment Permitting (Chapter 105),,,,,Not Yet Submitted
10000043,Clean Water,Clean Water Permitting,,,,,Not Yet Submitted
10000043,Air Quality,Air Quality Permitting,,,,,Not Yet Submitted
10000043,Storage Tanks,Storage Tank Registration/Permitting,,,,,Not Yet Submitted
10000044,WPC Erosion & Sediment Control,Construction Stormwater NPDES Permitting (Chapter 102),,,,,Not Yet Submitted
10000044,WRM Water Obstructions & Encroachments,Water Obstruction & Encroachment Permitting (Chapter 105),,,,,Not Yet Submitted
10000044,Clean Water,Clean Water Permitting,,,,,Not Yet Submitted
10000044,Air Quality,Air Quality Permitting,,,,,Not Yet Submitted
10000044,Storage Tanks,Storage Tank Registration/Permitting,,,,,Not Yet Submitted
10000045,WPC Erosion & Sediment Control,Construction Stormwater NPDES Permitting (Chapter 102),,,,,Not Yet Submitted
10000045,WRM Water Obstructions & Encroachments,Water Obstruction & Encroachment Permitting (Chapter 105),,,,,Not Yet Submitted
10000045,Clean Water,Clean Water Permitting,,,,,Not Yet Submitted
10000045,Air Quality,Air Quality Permitting,,,,,Not Yet Submitted
10000045,Storage Tanks,Storage Tank Registration/Permitting,,,,,Not Yet Submitted
10000046,WPC Erosion & Sediment Control,Construction Stormwater NPDES Permitting (Chapter 102),,,,,Not Yet Submitted
10000046,WRM Water Obstructions & Encroachments,Water Obstruction & Encroachment Permitting (Chapter 105),,,,,Not Yet Submitted
10000046,Clean Water,Clean Water Permitting,,,,,Not Yet Submitted
10000046,Air Quality,Air Quality Permitting,,,,,Not Yet Submitted
10000046,Storage Tanks,Storage Tank Registration/Permitting,,,,,Not Yet Submitted
10000048,Air Quality,Air Quality Permitting,,,,,Not Yet Submitted
10000048,Clean Water,Clean Water Permitting,,,,,Not Yet Submitted
10000048,Storage Tanks,Storage Tank Registration/Permitting,,,,,Not Yet Submitted
10000048,WPC Act 537 Municipal Sewage Planning,Act 537 Sewage Planning,,,,,Not Yet Submitted
10000049,WPC Erosion & Sediment Control,Construction Stormwater NPDES Permitting (Chapter 102),,,,,Not Yet Submitted
10000049,WRM Water Obstructions & Encroachments,Water Obstruction & Encroachment Permitting (Chapter 105),,,,,Not Yet Submitted
10000049,Clean Water,Clean Water Permitting,,,,,Not Yet Submitted
10000049,Air Quality,Air Quality Permitting,,,,,Not Yet Submitted
10000049,Storage Tanks,Storage Tank Registration/Permitting,,,,,Not Yet Submitted
10000050,WPC Erosion & Sediment Control,Construction Stormwater NPDES Permitting (Chapter 102),,,,,Not Yet Submitted
10000050,WRM Water Obstructions & Encroachments,Water Obstruction & Encroachment Permitting (Chapter 105),,,,,Not Yet Submitted
10000050,Clean Water,Clean Water Permitting,,,,,Not Yet Submitted
10000050,Air Quality,Air Quality Permitting,,,,,Not Yet Submitted
10000050,Storage Tanks,Storage Tank Registration/Permitting,,,,,Not Yet Submitted
10000051,WPC Erosion & Sediment Control,Construction Stormwater NPDES Permitting (Chapter 102),,,,,Not Yet Submitted
10000051,WRM Water Obstructions & Encroachments,Water Obstruction & Encroachment Permitting (Chapter 105),,,,,Not Yet Submitted
10000051,Clean Water,Clean Water Permitting,,,,,Not Yet Submitted
10000051,Air Quality,Air Quality Permitting,,,,,Not Yet Submitted
10000051,Storage Tanks,Storage Tank Registration/Permitting,,,,,Not Yet Submitted
10000053,Air Quality,Plan Approval,,,,,Not Yet Submitted
10000053,WPC Erosion & Sediment Control,Chapter 102 Individual NPDES Permit,,,,,Not Yet Submitted
10000053,WRM Water Obstructions & Encroachments,Water Obstruction & Encroachment Permitting (Chapter 105),,,,,Not Yet Submitted
10000053,WPC NPDES,PAG-03 Discharge of Stormwater Assoc w Industrial Activities,,,,,Not Yet Submitted
10000053,Environmental Cleanup & Brownfields,Notice of Intent to Remediate (Act 2),,,,,Not Yet Submitted
10000053,WPC Act 537 Municipal Sewage Planning,Act 537 Sewage Planning,,,,,Not Yet Submitted
10000054,WPC Erosion & Sediment Control,Construction Stormwater NPDES Permitting (Chapter 102),,,,,Not Yet Submitted
10000054,WRM Water Obstructions & Encroachments,Water Obstruction & Encroachment Permitting (Chapter 105),,,,,Not Yet Submitted
10000054,Air Quality,Plan Approval,,,,,Not Yet Submitted
10000054,Air Quality,Operating Pemit,,,,,Not Yet Submitted
10000054,Storage Tanks,Site Specific Installation Permit,,,,,Not Yet Submitted
10000054,MING Explosives Safety,Blasting Activity Permit,,,,,Not Yet Submitted
10000054,WPC Act 537 Municipal Sewage Planning,Act 537 Sewage Planning,,,,,Not Yet Submitted
10000055,WPC Erosion & Sediment Control,Construction Stormwater NPDES Permitting (Chapter 102),,,,,Not Yet Submitted
10000055,WRM Water Obstructions & Encroachments,Water Obstruction & Encroachment Pmt,,,,,Not Yet Submitted
10000055,Air Quality,Plan Approval,,,,,Not Yet Submitted
10000055,Air Quality,Operating Pemit,,,,,Not Yet Submitted
10000055,WPC Act 537 Municipal Sewage Planning,Act 537 Sewage Planning,,,,,Not Yet Submitted
10000056,WPC Erosion & Sediment Control,Construction Stormwater NPDES Permitting (Chapter 102),,,,,Not Yet Submitted
10000056,WRM Water Obstructions & Encroachments,Water Obstruction & Encroachment Pmt,,,,,Not Yet Submitted
10000056,Air Quality,Plan Approval,,,,,Not Yet Submitted
10000056,Air Quality,Operating Pemit,,,,,Not Yet Submitted
10000056,WPC Act 537 Municipal Sewage Planning,Act 537 Sewage Planning,,,,,Not Yet Submitted
10000056,Storage Tanks,Site Specific Installation Permit,,,,,Not Yet Submitted
10000057,MING Explosives Safety,Blasting Activity Permit,,,,,Not Yet Submitted
10000057,WPC Act 537 Municipal Sewage Planning,Act 537 Sewage Planning,,,,,Not Yet Submitted
10000057,WPC Erosion & Sediment Control,Construction Stormwater NPDES Permitting (Chapter 102),,,,,Not Yet Submitted
10000057,WRM Water Obstructions & Encroachments,Water Obstruction & Encroachment Pmt,,,,,Not Yet Submitted
10000057,Air Quality,Plan Approval,,,,,Not Yet Submitted
10000058,WPC Erosion & Sediment Control,Chapter 102 General NPDES Permit (PAG-02),New,,PAC461072,7/10/26,Issued
10000058,WRM Water Obstructions & Encroachments,Water Obstruction & Encroachment Pmt,New,1559464,E4601226-004,2/18/26,Pending
10000066,WRM Water Obstructions & Encroachments,Water Obstruction & Encroachment Pmt,New,1580803,E4002226-013,8/18/26,Pending
10000066,WPC Erosion & Sediment Control,Chapter 102 Individual NPDES Permit,Major Amendment,1582862,PAD400049 A-3 ,8/31/26,Pending
10000066,WPC Act 537 Municipal Sewage Planning,Act 537 Sewage Planning,,,,,Not Yet Submitted
10000066,Air Quality,Minor Facility Plan Approval New Source Performance Std,,,,,Not Yet Submitted
10000066,Storage Tanks,Site Specific Installation Permit,,,,,Not Yet Submitted
10000067,Air Quality,Minor Facility Plan Approval New Source Performance Std,,,,,Pending
10000068,WPC Erosion & Sediment Control,Chapter 102 General NPDES Permit (PAG-02),Major Amendment,,PAC04198  A-1,,Pending
10000069,WPC Erosion & Sediment Control,Chapter 102 General NPDES Permit (PAG-02),Transfer,,PAC350120,4/28/26,Issued
10000069,WPC Erosion & Sediment Control,Chapter 102 General NPDES Permit (PAG-02),Minor Amendment,,PAC350120 A1,,Not Yet Submitted
10000069,WRM Water Obstructions & Encroachments,Water Obstruction & Encroachment Pmt,Transfer,,E3502221-006,8/25/26,Pending
10000069,Clean Water,Clean Water Permitting,,,,,Not Yet Submitted
10000069,Air Quality,Air Quality Permitting,,,,,Not Yet Submitted
10000069,Storage Tanks,Storage Tank Registration/Permitting,,,,,Not Yet Submitted
10000070,Air Quality,Minor Facility Plan Approval New Source Performance Std,,,,,Not Yet Submitted
10000070,WPC Erosion & Sediment Control,Construction Stormwater NPDES Permitting (Chapter 102),,,,,Not Yet Submitted
10000070,WRM Water Obstructions & Encroachments,Water Obstruction & Encroachment Permitting (Chapter 105),,,,,Not Yet Submitted
10000070,WPC Act 537 Municipal Sewage Planning,Act 537 Sewage Planning,,,,,Not Yet Submitted
10000071,Air Quality,Minor Facility Plan Approval New Source Performance Std,,,,,Not Yet Submitted
10000071,WPC Erosion & Sediment Control,Construction Stormwater NPDES Permitting (Chapter 102),,,,,Not Yet Submitted
10000071,WRM Water Obstructions & Encroachments,Water Obstruction & Encroachment Permitting (Chapter 105),,,,,Not Yet Submitted
10000071,WPC Act 537 Municipal Sewage Planning,Act 537 Sewage Planning,,,,,Not Yet Submitted
10000071,WPC State Water Pollution Control,WQM Sewer Extensions,,,,,Not Yet Submitted
